location,date,name,lat,lon,forecast_start_date,forecast_end_date,p_0,p_1,p_2,p_3,predicted_class,p3_sd,p3_min,p3_max
PSP11.1,2022-05-31,Littlejohns Bridge,43.75511,-70.1354,2022-06-04,2022-06-10,88,10,2,0,0,0,0,1
PSP11.17,2022-05-31,Flying Pt,43.8097,-70.06895,2022-06-04,2022-06-10,92,7,1,0,0,0,0,0
PSP12.21,2022-05-31,Fort St. George,43.75373,-69.78983,2022-06-04,2022-06-10,98,2,0,0,0,0,0,0
PSP14.01,2022-05-31,Bay Pt.,43.75479,-69.77623,2022-06-04,2022-06-10,92,6,1,0,0,0,0,0
PSP14.02,2022-05-31,Indian Pt.,43.75329,-69.75399,2022-06-04,2022-06-10,98,2,0,0,0,0,0,0
PSP14.05,2022-05-31,Griffith Head,43.784,-69.722,2022-06-04,2022-06-10,98,2,0,0,0,0,0,0
PSP14.08,2022-05-31,Five Islands,43.824,-69.709,2022-06-04,2022-06-10,98,2,0,0,0,0,0,0
PSP16.12,2022-05-31,Timber Pt.,44.00908,-69.35513,2022-06-04,2022-06-10,98,2,0,0,0,0,0,0
PSP16.25,2022-05-31,Garrison Is. Bar,43.96986,-69.32865,2022-06-04,2022-06-10,98,2,0,0,0,0,0,0
PSP16.32,2022-05-31,Stones Pt.,43.97,-69.27691,2022-06-04,2022-06-10,98,2,0,0,0,0,0,0
PSP16.321,2022-05-31,Pleasant Pt. Gut,43.95382,-69.30748,2022-06-04,2022-06-10,97,3,0,0,0,0,0,0
PSP23.07,2022-05-31,Corea Hbr.,44.39319,-67.97628,2022-06-04,2022-06-10,98,2,0,0,0,0,0,0
PSP24.08,2022-05-31,Ripley Pt.,44.52198,-67.79233,2022-06-04,2022-06-10,98,2,0,0,0,0,0,0
PSP25.06,2022-05-31,Kelley Pt.,44.53205,-67.5655,2022-06-04,2022-06-10,98,2,0,0,0,0,0,0
PSP14.17,2022-06-01,Sawyer Is.,43.86782,-69.67739,2022-06-05,2022-06-11,97,3,0,0,0,0,0,0
PSP14.21,2022-06-01,Newagen,43.78639,-69.65778,2022-06-05,2022-06-11,97,3,0,0,0,0,0,0
PSP14.35,2022-06-01,Ocean Point,43.8138,-69.59961,2022-06-05,2022-06-11,92,7,1,0,0,0,0,0
PSP15.2,2022-06-01,Graveyard Pt.,43.8782,-69.52402,2022-06-05,2022-06-11,96,4,0,0,0,0,0,0
PSP15.24,2022-06-01,Round Pond,43.94133,-69.45337,2022-06-05,2022-06-11,98,2,0,0,0,0,0,0
PSP15.25,2022-06-01,Christmas Cove Town Landing,43.84476,-69.55365,2022-06-05,2022-06-11,94,5,1,0,0,0,0,0
PSP17.06,2022-06-01,Sprucehead,44.00593,-69.12441,2022-06-05,2022-06-11,98,2,0,0,0,0,0,0
PSP17.20,2022-06-01,Maker Cove,44.04172,-69.11185,2022-06-05,2022-06-11,97,3,0,0,0,0,0,0
